epoch,loss
1,0.00028397823916748166
1,0.0
2,0.00018845920567400753
2,0.0
3,0.00022458424791693687
3,0.0
4,0.00017708991072140634
4,0.0
5,9.532553667668253e-05
5,0.0
6,3.338892929605208e-05
6,0.0
7,0.0005861044628545642
7,0.0
8,1.2482256352086551e-05
8,0.0
9,1.3973653949506115e-05
9,0.0
10,2.5052297132788226e-05
10,0.0
11,1.0112978543475037e-06
11,0.0
12,1.2807127802716423e-07
12,0.0
13,2.0810036858165404e-06
13,0.0
14,5.027926818002015e-06
14,0.0
15,4.0675317336535954e-07
15,0.0
16,3.494946577120572e-05
16,0.0
17,2.1599846888875618e-07
17,0.0
18,1.2265079021744896e-05
18,0.0
19,5.960388443781994e-05
19,0.0
20,7.302708581846673e-06
20,0.0
21,4.5255077907313535e-08
21,0.0
22,7.435644874931313e-06
22,0.0
23,1.305052592215361e-06
23,0.0
24,6.757179107808042e-06
24,0.0
25,1.671177233220078e-05
25,0.0
26,2.6250632799929008e-05
26,0.0
27,6.780166131648002e-06
27,0.0
28,5.68574307635572e-07
28,0.0
29,5.654811957356287e-06
29,0.0
30,1.8843437601390178e-06
30,0.0
31,4.586409829698823e-08
31,0.0
32,3.108515898020414e-07
32,0.0
33,2.2704229252212826e-07
33,0.0
34,6.42019699625962e-07
34,0.0
35,9.827275562201976e-07
35,0.0
36,1.015551944760773e-07
36,0.0
37,1.6357025742763653e-06
37,0.0
38,1.4119130753442732e-08
38,0.0
39,3.727079445070558e-08
39,0.0
40,4.018787080894981e-07
40,0.0
41,2.0661783395325983e-08
41,0.0
42,1.2724406417419232e-08
42,0.0
43,5.216785892159237e-10
43,0.0
44,1.0176970022257592e-07
44,0.0
45,1.0138322181774129e-07
45,0.0
46,3.940974657723473e-09
46,0.0
47,1.6098214983273351e-09
47,0.0
48,5.3986108916603825e-09
48,0.0
49,2.757299100153432e-08
49,0.0
50,2.768604456804269e-09
50,0.0
51,3.510010060381319e-09
51,0.0
52,6.188704548826252e-10
52,0.0
53,6.494608323359685e-11
53,0.0
54,1.5433933298059088e-10
54,0.0
55,3.133681508726838e-11
55,0.0
56,1.5310980261418194e-09
56,0.0
57,1.6663344315492878e-10
57,0.0
58,3.868382558724903e-10
58,0.0
59,7.700741433414038e-11
59,0.0
60,1.8474366481058269e-10
60,0.0
61,1.671004556946798e-09
61,0.0
62,1.3320985980946887e-10
62,0.0
63,1.735893373489006e-11
63,0.0
64,7.431295856452635e-11
64,0.0
65,1.2299511235880356e-11
65,0.0
66,7.543606364568411e-12
66,0.0
67,1.19687159488846e-11
67,0.0
