epoch,loss
58,0.062268976122140884
58,0.0
58,-1.0011468268546322
59,0.05443791300058365
59,0.0
59,-1.1014083604726201
60,0.05332763493061066
60,0.0
60,-1.0280221764041602
61,0.05645623430609703
61,0.0
61,-1.05
62,0.053162649273872375
62,0.0
62,-1.026247943018944
63,0.048121847212314606
63,0.0
63,-1.0112173415720445
64,0.04165191948413849
64,0.0
64,-1.0013895962110089
65,0.050060223788022995
65,0.0
65,-1.05
66,0.028487052768468857
66,0.0
66,-1.030435941415392
67,0.02879529818892479
67,0.0
67,-1.022838066832701
68,0.03596245497465134
68,0.0
68,-1.05
69,0.029573416337370872
69,0.0
69,-1.0272478628041033
70,0.02431361749768257
70,0.0
70,-0.9994578378804561
71,0.023955456912517548
71,0.0
71,-1.0203175383693144
72,0.023452699184417725
72,0.0
72,-1.0191062685621586
73,0.01930193416774273
73,0.0
73,-1.1170796861922636
74,0.014768524095416069
74,0.0
74,-1.0220965847910268
75,0.03152816370129585
75,0.0
75,-1.062608210024543
76,0.00947797391563654
76,0.0
76,-0.9570694270592321
77,0.006342874374240637
77,0.0
77,-1.032076473042935
78,0.006579357665032148
78,0.0
78,-0.9789535907357902
79,0.024530552327632904
79,0.0
79,-1.05
80,0.00600232370197773
80,0.0
80,-0.9901475498839124
81,0.005537672434002161
81,0.0
81,-1.0007109352703338
82,0.005388963967561722
82,0.0
82,-0.9903209760788052
83,0.006303669884800911
83,0.0
83,-1.0142128000312525
84,0.0027855930384248495
84,0.0
84,-1.0307678354691399
85,0.0017222369788214564
85,0.0
85,-1.0484408654386046
86,0.049149878323078156
86,0.0
86,-1.0245952579083426
87,0.0039892373606562614
87,0.0
87,-1.050667386846395
88,0.003225678578019142
88,0.0
88,-1.0019346073106574
89,0.002575963269919157
89,0.0
89,-1.042751996052583
90,0.0018791186157613993
90,0.0
90,-1.05
91,0.0025075797457247972
91,0.0
91,-0.9758884516050863
92,0.003438809420913458
92,0.0
92,-1.05
93,0.0015078987926244736
93,0.0
93,-0.0556495246953042
94,0.0031143235974013805
94,0.0
94,-0.9663123529929154
95,0.01100870966911316
95,0.0
95,-0.968969162877354
96,0.003898028749972582
96,0.0
96,-1.007480937999867
97,0.015095671638846397
97,0.0
97,-1.05
98,0.007604082114994526
98,0.0
98,-1.0082445692085955
99,0.00409470172598958
99,0.0
99,-1.111432009853313
100,0.0022045355290174484
100,0.0
100,-0.9817505816172234
101,0.013316648080945015
101,0.0
101,-1.05
102,0.0028444472700357437
102,0.0
102,-1.0376753558695457
103,0.013420901261270046
103,0.0
103,-1.05
104,0.0017448135185986757
104,0.0
104,-1.0172470094173363
105,0.002006232040002942
105,0.0
105,-1.031385712158399
106,0.0052292183972895145
106,0.0
106,-1.027646707069025
107,0.0037136385217309
107,0.0
107,-1.0648079271722974
108,0.01293428335338831
108,0.0
108,-0.9981868647004358
109,0.013572007417678833
109,0.0
109,-1.05
110,0.002521228976547718
110,0.0
110,-0.1186023691154
111,0.0050805904902517796
111,0.0
111,-0.9997759497739196
112,0.001147679751738906
112,0.0
112,-0.015439276784124246
113,0.004613811150193214
113,0.0
113,-1.025824035999308
114,0.0006935751298442483
114,0.0
114,-0.9975957521911873
115,0.014938906766474247
115,0.0
115,-1.05
116,0.0034853864926844835
116,0.0
116,-1.0010076970148316
117,0.004688158631324768
117,0.0
117,-1.0350489752305692
118,0.0011474757920950651
118,0.0
118,-0.07218606015419136
119,0.005976713728159666
119,0.0
119,-1.0322636122453095
120,0.026532618328928947
120,0.0
120,-1.0038474105176425
121,0.0005701450863853097
121,0.0
121,-0.069106659787451
122,0.0014619226567447186
122,0.0
122,-0.9633191465347306
123,0.008457581512629986
123,0.0
123,-1.05
124,0.0054949745535850525
124,0.0
124,-1.0254663537994595
125,0.00095076096476987
125,0.0
125,0.022230304522773317
126,0.0006135227158665657
126,0.0
126,-1.0287183732409906
127,0.004556059837341309
127,0.0
127,-1.011653627598791
128,0.0006559690809808671
128,0.0
128,-1.0483388435248486
129,0.0043043103069067
129,0.0
129,-1.0428783085463817
130,0.00190564407967031
130,0.0
130,-1.0075393935301966
131,0.004909866955131292
131,0.0
131,-0.9971100399342738
132,0.009804651141166687
132,0.0
132,-1.05
133,0.004110509529709816
133,0.0
133,-1.0023919684731766
134,0.007369713392108679
134,0.0
134,-1.05
135,0.001915679662488401
135,0.0
135,-1.006530670020552
136,0.0014052935875952244
136,0.0
136,-1.0220046322450458
137,0.006149428430944681
137,0.0
137,-1.05
138,0.0004904652596451342
138,0.0
138,-0.06199209732821423
139,0.002705330029129982
139,0.0
139,-1.0191319225573545
140,0.0017257020808756351
140,0.0
140,-0.09167747176490326
141,0.008314212784171104
141,0.0
141,-0.9854319037377931
142,0.0019210149766877294
142,0.0
142,-1.0494140246915244
143,0.001531144604086876
143,0.0
143,-1.0196420014956373
144,0.0012413626536726952
144,0.0
144,-1.0077257011499274
145,0.006321796681731939
145,0.0
145,-1.05
146,0.003070761449635029
146,0.0
146,-1.022809536487901
147,0.0020384415984153748
147,0.0
147,-1.004758333421043
148,0.0006115413852967322
148,0.0
148,-1.0338908688417505
149,0.0007798972073942423
149,0.0
149,-0.04695923037744627
150,0.00033546879421919584
150,0.0
150,-1.0337758288220384
151,0.001306014833971858
151,0.0
151,-1.0070329108670586
152,0.0009097205474972725
152,0.0
152,-1.05
153,0.0027907108888030052
153,0.0
153,-1.0315234050393243
154,0.005290661938488483
154,0.0
154,-0.080843420024012
155,0.00738052511587739
155,0.0
155,-0.9504778410812168
156,0.003830031491816044
156,0.0
156,-0.033047950219727104
157,0.010290028527379036
