epoch,loss
9,0.0318998321890831
9,0.0
9,-1.0771617626680063
10,0.024660008028149605
10,0.0
10,-1.05
11,0.022183198481798172
11,0.1
11,0.95
12,0.023657530546188354
12,0.1
12,-0.9992980182568268
13,0.026135047897696495
13,0.1
13,-1.05
14,0.02735123410820961
14,0.1
14,0.95
15,0.027543913573026657
15,0.1
15,-1.05
16,0.02941240184009075
16,0.1
16,-1.0340113716461294
17,0.02951188012957573
17,0.1
17,-1.05
18,0.031118223443627357
18,0.0
18,-1.076134125969374
19,0.03585429862141609
19,0.0
19,-1.05
20,0.034935448318719864
20,0.0
20,-1.0528297240644893
21,0.0374736525118351
21,0.0
21,-1.05
22,0.03861456364393234
22,0.1
22,0.95
23,0.03283490240573883
23,0.0
23,0.05544397438019903
24,0.028589937835931778
24,0.0
24,-1.0733347004809866
25,0.031132979318499565
25,0.0
25,-1.05
26,0.033406298607587814
26,0.0
26,-1.1072364836350317
27,0.024429019540548325
27,0.0
27,-1.1006307032099043
28,0.032635390758514404
28,0.0
28,-1.05
29,0.02972530946135521
29,0.0
29,-1.0695620184224863
30,0.033678676933050156
30,0.0
30,-1.05
