epoch,loss
1,0.00014294612628873438
1,0.0
2,0.00018102583999279886
2,0.0
3,6.143099540167896e-07
3,0.0
4,2.6484021873329766e-06
4,0.0
5,1.1709755654010223e-06
5,0.0
6,4.953064035362331e-06
6,0.0
7,9.400702793982418e-08
7,0.0
8,6.226905924222592e-08
8,0.0
9,2.756558536987086e-09
9,0.0
10,8.563511566528348e-10
10,0.0
11,2.200243987005024e-09
11,0.0
12,2.531169718267279e-10
12,0.0
13,1.6628942667296087e-09
13,0.0
14,6.17569953509367e-11
14,0.0
15,3.999425235434728e-10
15,0.0
16,5.747815418066793e-13
16,0.0
17,7.381888433855011e-10
17,0.0
18,5.775805181351679e-14
18,0.0
19,4.92528906548273e-10
19,0.0
20,5.992190250936336e-14
20,0.0
21,6.455632139967804e-10
21,0.0
22,4.802842151763187e-14
22,0.0
23,2.7296909177465523e-10
23,0.0
24,6.251509726551419e-14
24,0.0
25,1.3968042278378334e-09
25,0.0
26,1.4513043544717164e-13
26,0.0
27,6.920403139432096e-10
27,0.0
28,1.5770024175409958e-13
28,0.0
29,5.391420088152188e-10
29,0.0
30,5.549866122223079e-13
30,0.0
31,1.785985914715127e-09
31,0.0
32,4.3884514078218473e-13
32,0.0
33,6.427287035926099e-10
33,0.0
34,5.488196702652104e-13
34,0.0
35,1.018138240382882e-09
35,0.0
36,3.4831484918562694e-11
36,0.0
37,9.89923698568873e-10
37,0.0
38,1.8446931482341e-11
38,0.0
39,4.719165502820033e-09
39,0.0
40,2.6516344675542314e-11
40,0.0
41,3.242215829146744e-09
41,0.0
42,3.174091545155022e-10
42,0.0
43,7.225056664061924e-10
43,0.0
44,3.776720602921557e-10
44,0.0
45,4.080254356608748e-09
45,0.0
46,9.431138092708125e-10
46,0.0
47,1.4153548555384532e-08
47,0.0
48,1.920681924616474e-08
48,0.0
49,7.279600708898215e-07
49,0.0
50,1.4087217437008803e-07
50,0.0
51,5.716817668144358e-07
51,0.0
52,1.759843968329733e-07
52,0.0
