epoch,loss
1,2.6049343432532623e-05
1,0.0
2,3.0376271752174944e-05
2,0.0
3,1.1400881703593768e-05
3,0.0
4,7.949942300911061e-06
4,0.0
5,2.5734984774317127e-06
5,0.0
6,1.2875958418590017e-05
6,0.0
7,5.644982792318842e-08
7,0.0
8,7.910097110652714e-08
8,0.0
9,1.0062018773737691e-08
9,0.0
10,6.223893933565705e-08
10,0.0
11,2.3715257313483562e-08
11,0.0
12,6.1186056221629315e-09
12,0.0
13,2.4196040726565116e-09
13,0.0
14,8.585098187907647e-10
14,0.0
15,1.6833698324170143e-10
15,0.0
16,8.124570460843472e-12
16,0.0
17,9.235119613482112e-12
17,0.0
18,3.932007497375878e-12
18,0.0
19,6.970101579240051e-13
19,0.0
20,1.723890127869332e-12
20,0.0
21,1.819244407896825e-12
21,0.0
22,9.545818996370414e-13
22,0.0
23,4.656223323573627e-13
23,0.0
24,1.6170190186848288e-12
24,0.0
25,8.036245280340637e-13
25,0.0
26,1.6684466308536372e-12
26,0.0
27,8.840966153611518e-13
27,0.0
28,1.1048575249139603e-12
28,0.0
29,1.163368013035182e-12
29,0.0
30,3.295627659660738e-14
30,0.0
31,1.6178794415289133e-12
31,0.0
32,1.1746038169890838e-12
32,0.0
33,2.0024051861078362e-12
33,0.0
34,4.164030231734728e-14
34,0.0
35,1.2781876251866109e-12
35,0.0
36,1.0649814363716814e-13
36,0.0
37,2.9137543072765837e-12
37,0.0
38,2.9160181214127334e-13
38,0.0
39,3.697785133649489e-12
39,0.0
40,8.612555113529652e-14
40,0.0
41,3.5036903933693964e-12
41,0.0
42,7.288614156664153e-14
42,0.0
43,5.137522351983392e-12
43,0.0
44,3.5561831257524545e-14
44,0.0
45,5.479713904854577e-12
45,0.0
46,3.2355368384529015e-13
46,0.0
47,8.049991229164277e-12
47,0.0
48,5.421427196061757e-13
48,0.0
49,9.147564650202611e-12
49,0.0
50,9.644021692345461e-13
50,0.0
51,2.492117623376089e-11
51,0.0
52,4.4576148328090426e-13
52,0.0
53,1.2272440008676e-11
53,0.0
54,7.064557272506988e-13
54,0.0
55,1.4680243132225712e-11
55,0.0
56,5.411504577779169e-13
56,0.0
57,1.2500825374850422e-10
57,0.0
58,5.823959370321319e-12
58,0.0
59,4.241099832436035e-11
59,0.0
60,9.19878062610735e-12
60,0.0
61,1.1231265917288624e-11
61,0.0
62,9.461875033478506e-11
62,0.0
63,2.572776158782375e-10
63,0.0
64,1.8015547387228992e-10
64,0.0
65,1.1995618387494744e-10
65,0.0
66,3.359066913510844e-10
66,0.0
67,4.81780348948746e-09
67,0.0
68,2.8171824872913476e-09
68,0.0
69,3.6077889831176435e-07
69,0.0
70,2.4516566554666497e-08
70,0.0
71,1.55106931742921e-08
71,0.0
72,1.8117901845471351e-07
72,0.0
73,1.6073115602921462e-06
73,0.0
74,5.328911356627941e-07
74,0.0
75,5.269509415484208e-07
75,0.0
76,1.3317393268152955e-06
76,0.0
77,1.2354439604678191e-06
77,0.0
78,5.725785285903839e-07
78,0.0
79,8.096318424577476e-07
79,0.0
80,9.271595047266601e-08
80,0.0
81,7.53910853745765e-08
81,0.0
82,9.734640116221271e-07
82,0.0
83,7.428797744069016e-06
83,0.0
84,2.8336187369859545e-06
84,0.0
85,1.0761400517367292e-06
85,0.0
86,9.66337483987445e-06
86,0.0
87,5.392650450630754e-07
87,0.0
88,2.11895962820563e-06
88,0.0
89,2.1600412765110377e-06
89,0.0
90,4.401823048283404e-07
90,0.0
91,9.673120757724973e-07
91,0.0
92,5.629360657621874e-07
92,0.0
93,2.2595668269786984e-07
93,0.0
94,5.818403110424697e-07
94,0.0
95,3.446486289249151e-06
95,0.0
96,1.3146325272828108e-06
96,0.0
97,6.315237897069892e-07
97,0.0
98,9.061758419193211e-07
98,0.0
99,1.2329426226642681e-06
99,0.0
100,9.037486279339646e-07
100,0.0
101,9.363752155877592e-07
101,0.0
102,8.998014209282701e-07
102,0.0
103,1.3289513844938483e-06
103,0.0
104,9.04161765902245e-07
104,0.0
105,1.0130524970008992e-06
105,0.0
106,3.326400928926887e-06
106,0.0
107,8.133462188197882e-07
107,0.0
108,3.662358267320087e-06
108,0.0
109,6.735094189025403e-07
109,0.0
110,7.465281669283286e-06
110,0.0
111,2.1877540348214097e-06
111,0.0
112,2.5189701773342676e-06
112,0.0
113,7.70265432947781e-06
113,0.0
114,2.3724551283521578e-06
114,0.0
115,5.761520469604875e-07
115,0.0
116,3.849817176160286e-07
116,0.0
117,6.706252406729618e-07
117,0.0
118,3.8350952991095255e-07
118,0.0
119,1.7671622742909676e-07
119,0.0
120,1.6049015130192856e-06
120,0.0
121,5.273176611808594e-06
121,0.0
122,4.3906140945182415e-07
122,0.0
123,1.3056395573585178e-06
123,0.0
124,1.637852392377681e-06
124,0.0
125,2.0768618469446665e-06
125,0.0
126,4.147233312323806e-07
126,0.0
127,2.774359018076211e-07
127,0.0
128,2.701623088796623e-06
128,0.0
129,2.4195096557377838e-06
129,0.0
130,6.233777867237222e-07
130,0.0
131,1.0472191434018896e-06
131,0.0
132,4.452284883882385e-06
132,0.0
133,1.0566069249762222e-05
133,0.0
